0,0,631.101,718.342
0,100,424.719,277.51
0,101,432.775,170.69
0,102,432.732,142.707
1,0,630.768,712.59
1,100,424.636,279.682
1,101,432.696,172.943
1,102,437.17,148.095
2,0,630.455,706.929
2,100,424.553,281.849
2,101,432.529,175.112
2,102,443.026,155.04
3,0,630.151,701.228
3,100,424.469,284.027
3,101,432.352,177.291
3,102,444.816,157.896
4,0,629.829,695.049
4,100,424.376,286.414
4,101,432.16,179.684
4,102,444.117,158.428
5,0,629.544,689.607
5,100,424.291,288.593
5,101,431.984,181.871
5,102,443.502,159.106
6,0,629.271,684.113
6,100,424.206,290.788
6,101,431.807,184.077
6,102,443.102,160.012
7,0,629.006,678.618
7,100,424.122,293.001
7,101,431.627,186.303
7,102,442.851,161.187
8,0,628.754,673.207
8,100,424.035,295.22
8,101,431.449,188.539
8,102,442.674,162.558
9,0,628.511,667.709
9,100,423.95,297.438
9,101,431.271,190.778
9,102,442.519,164.111
10,0,628.274,662.364
10,100,423.866,299.632
10,101,431.091,192.995
10,102,442.606,166.11
11,0,628.039,656.958
11,100,423.779,301.843
11,101,430.912,195.233
11,102,442.75,168.228
12,0,627.81,651.751
12,100,423.691,304.077
12,101,430.729,197.498
12,102,442.775,170.238
13,0,627.59,646.552
13,100,423.606,306.269
13,101,430.545,199.722
13,102,442.647,171.956
14,0,627.385,641.453
14,100,423.519,308.467
14,101,430.397,201.979
14,102,442.55,173.558
15,0,627.198,636.339
15,100,423.435,310.64
15,101,430.315,204.262
15,102,442.464,175.063
16,0,627.047,631.321
16,100,423.351,312.822
16,101,430.233,206.557
16,102,442.373,176.717
17,0,626.923,626.207
17,100,423.266,315.016
17,101,430.146,208.86
17,102,442.254,178.561
18,0,626.829,621.221
18,100,423.182,317.199
18,101,430.054,211.151
18,102,442.133,180.123
19,0,626.76,616.151
19,100,423.098,319.385
19,101,429.961,213.442
19,102,442.021,181.585
20,0,626.72,611.114
20,1,625.064,719.902
20,100,423.012,321.599
20,101,429.865,215.768
20,102,441.889,183.1
21,0,626.709,606.025
21,1,624.751,714.126
21,100,422.927,323.788
21,101,429.768,218.066
21,102,441.752,184.664
22,0,626.725,601.064
22,1,624.45,708.326
22,100,422.841,325.967
22,101,429.673,220.355
22,102,441.566,186.504
23,0,626.766,596.01
23,1,624.164,702.595
23,100,422.756,328.15
23,101,429.577,222.654
23,102,441.403,188.153
24,0,626.832,591.07
24,1,623.888,696.853
24,100,422.67,330.334
24,101,429.483,224.951
24,102,441.269,189.608
25,0,626.911,586.205
25,1,623.619,691.35
25,100,422.586,332.503
25,101,429.387,227.236
25,102,441.141,191.086
26,0,627.004,581.559
26,1,623.369,685.98
26,100,422.501,334.682
26,101,429.319,229.548
26,102,441.008,192.662
27,0,627.182,576.955
27,1,623.122,680.511
27,100,422.417,336.854
27,101,429.304,231.886
27,102,440.852,194.521
28,0,627.511,569.972
28,1,622.775,672.486
28,100,422.29,340.125
28,101,429.274,235.402
28,102,440.585,197.135
28,103,430.092,138.955
29,0,627.755,565.298
29,1,622.547,666.992
29,100,422.206,342.309
29,101,429.251,237.749
29,102,440.421,198.723
29,103,432.903,142.196
30,0,628.009,560.712
30,1,622.333,661.677
30,100,422.12,344.497
30,101,429.225,240.097
30,102,440.225,200.397
30,103,437.39,147.41
31,0,628.284,556.058
31,1,622.126,656.627
31,100,422.036,346.7
31,101,429.196,242.458
31,102,440.042,202.15
31,103,443.391,154.396
32,0,628.556,551.606
32,1,621.922,651.561
32,100,421.95,348.88
32,101,429.17,244.797
32,102,439.9,204.114
32,103,445.193,157.181
33,0,628.835,547.232
33,1,621.72,646.345
33,100,421.866,351.065
33,101,429.143,247.142
33,102,439.77,205.805
33,103,444.579,157.653
34,0,629.13,542.858
34,1,621.539,641.28
34,100,421.783,353.242
34,101,429.114,249.475
34,102,439.651,207.404
34,103,443.91,158.186
35,0,629.431,538.47
35,1,621.38,636.141
35,100,421.699,355.416
35,101,429.085,251.807
35,102,439.531,209.029
35,103,443.459,158.999
36,0,629.739,534.147
36,1,621.255,631.182
36,100,421.617,357.561
36,101,429.059,254.107
36,102,439.404,210.824
36,103,443.173,160.246
37,0,630.057,529.776
37,1,621.158,626.092
37,100,421.533,359.728
37,101,429.03,256.431
37,102,439.261,212.786
37,103,442.965,161.866
38,0,630.38,525.42
38,1,621.089,621.134
38,100,421.45,361.889
38,101,429.004,258.748
38,102,439.136,214.489
38,103,442.788,163.658
39,0,630.711,521.055
39,1,621.049,616.086
39,100,421.366,364.051
39,101,428.977,261.069
39,102,439.021,216.133
39,103,442.693,165.569
40,0,631.049,516.675
40,1,621.039,611.106
40,100,421.281,366.221
40,101,428.949,263.396
40,102,438.905,217.849
40,103,442.81,167.663
41,0,631.388,512.326
41,1,621.056,606.05
41,100,421.198,368.377
41,101,428.92,265.707
41,102,438.786,219.614
41,103,442.871,169.675
42,0,631.738,507.904
42,1,621.099,601.015
42,100,421.113,370.568
42,101,428.892,268.058
42,102,438.667,221.535
42,103,442.74,171.492
43,0,632.091,503.487
43,1,621.167,595.902
43,100,421.03,372.758
43,101,428.864,270.406
43,102,438.569,223.213
43,103,442.559,173.281
44,0,632.444,499.138
44,1,621.256,590.967
44,2,631.189,715.302
44,100,420.946,374.913
44,101,428.835,272.716
44,102,438.499,224.714
44,103,442.385,175.048
45,0,632.802,494.776
45,1,621.361,585.961
45,2,630.854,709.603
45,100,420.86,377.074
45,101,428.807,275.037
45,102,438.435,226.237
45,103,442.214,176.818
46,0,633.18,490.223
46,1,621.481,581.076
46,2,630.519,703.611
46,100,420.773,379.335
46,101,428.779,277.461
46,102,438.364,227.934
46,103,442.046,178.672
47,0,633.561,485.663
47,1,621.691,576.259
47,2,630.198,697.7
47,100,420.683,381.595
47,101,428.749,279.887
47,102,438.297,229.918
47,103,441.885,180.534
48,0,633.944,481.101
48,1,621.934,571.434
48,2,629.893,692.064
48,100,420.595,383.86
48,101,428.719,282.315
48,102,438.267,231.689
48,103,441.702,182.376
49,0,634.33,476.546
49,1,622.195,566.618
49,2,629.6,686.492
49,100,420.51,386.121
49,101,428.689,284.74
49,102,438.24,233.295
49,103,441.523,184.216
50,0,634.721,471.987
50,1,622.466,561.886
50,2,629.334,681.189
50,100,420.422,388.385
50,101,428.659,287.167
50,102,438.208,234.951
50,103,441.346,186.063
51,0,635.116,467.386
51,1,622.762,557.043
51,2,629.067,675.696
51,100,420.334,390.669
51,101,428.629,289.617
51,102,438.172,236.69
51,103,441.17,187.931
52,0,635.506,462.877
52,1,623.053,552.374
52,2,628.812,670.274
52,100,420.247,392.908
52,101,428.6,292.018
52,102,438.094,238.697
52,103,441,189.768
53,0,635.898,458.372
53,1,623.347,547.88
53,2,628.566,664.91
53,100,420.161,395.149
53,101,428.571,294.421
53,102,438.054,240.498
53,103,440.829,191.61
54,0,636.299,453.786
54,1,623.664,543.292
54,2,628.323,659.445
54,100,420.071,397.428
54,101,428.542,296.866
54,102,438.02,242.118
54,103,440.654,193.489
55,0,636.666,449.221
55,1,623.986,538.706
55,2,628.086,654.209
55,100,419.984,399.698
55,101,428.512,299.299
55,102,437.985,243.77
55,103,440.476,195.36
56,0,636.965,444.682
56,1,624.315,534.148
56,2,627.857,648.971
56,100,419.896,401.952
56,101,428.482,301.718
56,102,437.945,245.536
56,103,440.293,197.226
57,0,637.178,440.171
57,1,624.641,529.709
57,2,627.633,643.836
57,100,419.809,404.191
57,101,428.452,304.119
57,102,437.896,247.59
57,103,440.104,199.08
58,0,637.302,435.251
58,1,624.994,525.011
58,2,627.415,638.412
58,100,419.717,406.635
58,101,428.42,306.738
58,102,437.834,249.666
58,103,439.892,201.107
59,0,637.309,430.694
59,1,625.331,520.632
59,2,627.24,633.31
59,100,419.653,408.889
59,101,428.39,309.162
59,102,437.773,251.4
59,103,439.749,203.037
60,0,637.212,426.197
60,1,625.67,516.287
60,2,627.098,628.383
60,100,419.644,411.101
60,101,428.361,311.555
60,102,437.684,253.192
60,103,439.612,204.954
61,0,636.988,421.684
61,1,626.016,511.899
61,2,626.986,623.366
61,100,419.632,413.324
61,101,428.33,313.96
61,102,437.588,255.032
61,103,439.456,206.875
62,0,636.616,417.192
62,1,626.37,507.487
62,2,626.894,618.314
62,100,419.62,415.544
62,101,428.299,316.359
62,102,437.484,257.091
62,103,439.285,208.796
63,0,636.075,412.656
63,1,626.734,502.986
63,2,626.828,613.254
63,100,419.604,417.793
63,101,428.268,318.794
63,102,437.395,258.908
63,103,439.097,210.741
64,0,635.371,408.229
64,1,627.1,498.538
64,2,626.794,608.124
64,100,419.589,420.003
64,101,428.24,321.186
64,102,437.315,260.586
64,103,438.906,212.655
65,0,634.498,403.866
65,1,627.469,494.1
65,2,626.79,603.126
65,100,419.571,422.192
65,101,428.21,323.557
65,102,437.236,262.278
65,103,438.71,214.558
66,0,633.427,399.51
66,1,627.843,489.613
66,2,626.811,598.008
66,100,419.551,424.398
66,101,428.181,325.951
66,102,437.149,264.197
66,103,438.508,216.449
67,0,631.466,393.101
67,1,628.405,482.968
67,2,626.891,590.483
67,100,419.523,427.696
67,101,428.138,329.53
67,102,437.019,267.162
67,103,438.199,219.258
67,104,402.558,520.626
68,0,629.904,388.88
68,1,628.772,478.662
68,2,626.972,585.59
68,100,419.503,429.911
68,101,428.109,331.937
68,102,436.948,268.901
68,103,437.987,221.151
68,104,406.119,518.174
69,0,628.165,384.787
69,1,629.136,474.386
69,2,627.057,580.997
69,100,419.485,432.1
69,101,428.079,334.313
69,102,436.876,270.667
69,103,437.774,223.023
69,104,411.585,514.35
70,0,626.241,380.783
70,1,629.509,470.047
70,2,627.226,576.471
70,100,419.466,434.284
70,101,428.05,336.69
70,102,436.803,272.472
70,103,437.558,224.898
70,104,418.661,509.237
71,0,624.134,376.879
71,1,629.904,465.49
71,2,627.439,571.787
71,100,419.471,436.458
71,101,428.021,339.061
71,102,436.728,274.436
71,103,437.338,226.773
71,104,420.613,507.259
72,0,621.841,373.061
72,1,630.336,460.531
72,2,627.677,566.982
72,100,419.506,438.619
72,101,427.993,341.444
72,102,436.677,276.288
72,103,437.114,228.658
72,104,419.695,506.839
73,0,619.401,369.379
73,1,630.802,455.163
73,2,627.936,562.108
73,100,419.535,440.762
73,101,427.964,343.805
73,102,436.642,277.855
73,103,436.941,230.558
73,104,418.566,505.913
74,0,616.767,365.75
74,1,631.262,449.268
74,2,628.226,557.001
74,100,419.555,442.929
74,101,427.934,346.201
74,102,436.619,279.452
74,103,436.774,232.498
74,104,417.449,504.266
75,0,613.974,362.222
75,1,631.635,442.954
75,2,628.531,551.829
75,100,419.629,445.098
75,101,427.906,348.607
75,102,436.592,281.11
75,103,436.603,234.446
75,104,416.609,502.264
76,0,611.086,358.86
76,1,631.851,436.396
76,2,628.858,546.625
76,100,419.709,447.229
76,101,427.876,350.975
76,102,436.557,283.037
76,103,436.429,236.361
76,104,415.999,500.248
77,0,608.046,355.582
77,1,631.859,429.509
77,2,629.23,541.016
77,100,419.787,449.376
77,101,427.846,353.364
77,102,436.515,284.873
77,103,436.254,238.293
77,104,415.483,498.142
78,0,604.92,352.448
78,1,631.607,422.497
78,2,629.645,535.037
78,100,419.862,451.497
78,101,427.819,355.73
78,102,436.483,286.435
78,103,436.08,240.207
78,104,415.029,495.97
79,0,601.841,349.277
79,1,631.018,415.423
79,2,630.102,528.614
79,100,419.935,453.604
79,101,427.789,358.085
79,102,436.449,288.033
79,103,435.906,242.113
79,104,414.652,493.975
80,0,598.982,345.877
80,1,630.017,408.275
80,2,630.621,521.605
80,100,420.01,455.726
80,101,427.759,360.454
80,102,436.413,289.645
80,103,435.732,244.033
80,104,414.261,492.052
81,0,596.47,342.295
81,1,628.811,402.373
81,2,631.194,514.107
81,100,420.083,457.835
81,101,427.731,362.816
81,102,436.353,291.554
81,103,435.558,245.947
81,104,413.736,490.166
82,0,594.024,338.595
82,1,627.629,398.075
82,2,631.823,506.06
82,100,420.159,459.969
82,101,427.703,365.208
82,102,436.294,293.471
82,103,435.386,247.886
82,104,413.134,488.06
83,0,591.604,334.931
83,1,626.517,394.744
83,2,632.385,499.045
83,100,420.219,462.077
83,101,427.675,367.567
83,102,436.26,295.069
83,103,435.219,249.802
83,104,412.592,485.979
84,0,589.089,331.17
84,1,625.27,391.442
84,2,632.843,493.44
84,100,420.256,464.251
84,101,427.645,369.992
84,102,436.224,296.678
84,103,435.047,251.77
84,104,412.103,483.967
85,0,586.365,327.18
85,1,623.783,387.925
85,2,633.283,488.138
85,100,420.296,466.567
85,101,427.613,372.577
85,102,436.185,298.489
85,103,434.869,253.87
85,104,411.579,481.811
86,0,583.741,323.446
86,1,622.225,384.613
86,2,633.72,482.924
86,100,420.271,468.783
86,101,427.583,375.019
86,102,436.137,300.501
86,103,434.705,255.863
86,104,411.135,479.59
87,0,581.051,319.741
87,1,620.518,381.315
87,2,634.199,477.26
87,100,420.134,471.062
87,101,427.554,377.469
87,102,436.085,302.553
87,103,434.54,257.905
87,104,410.841,477.18
88,0,578.383,316.202
88,1,618.727,378.153
88,2,634.711,471.269
88,100,420.003,473.271
88,101,427.524,379.841
88,102,436.027,304.272
88,103,434.383,259.916
88,104,410.674,474.866
89,0,575.593,312.643
89,1,616.757,374.964
89,2,635.279,464.656
89,100,419.567,475.678
89,101,427.494,382.265
89,102,435.953,306.053
89,103,434.224,261.98
89,104,410.528,472.696
90,0,572.693,309.095
90,1,614.623,371.785
90,2,635.897,457.507
90,100,419.332,477.997
90,101,427.464,384.724
90,102,435.854,307.899
90,103,434.071,264.063
90,104,410.385,470.45
91,0,569.768,305.674
91,1,612.391,368.72
91,2,636.535,450.119
91,100,419.111,480.29
91,101,427.435,387.142
91,102,435.753,309.913
91,103,433.928,266.084
91,104,410.593,468.028
92,0,566.757,302.314
92,1,610.033,365.707
92,2,637.116,442.427
92,100,418.902,482.597
92,101,427.405,389.569
92,102,435.655,311.857
92,103,433.794,268.061
92,104,410.853,465.607
93,0,563.688,299.041
93,1,607.575,362.78
93,2,637.508,434.581
93,100,418.73,484.875
93,101,427.375,391.984
93,102,435.574,313.562
93,103,433.666,270.018
93,104,410.999,463.374
94,0,560.547,295.842
94,1,605.016,359.93
94,2,637.622,426.724
94,100,418.572,487.146
94,101,427.345,394.396
94,102,435.493,315.266
94,103,433.539,271.952
94,104,411.059,461.234
95,0,557.313,292.695
95,1,602.345,357.14
95,2,637.416,418.981
95,100,418.415,489.431
95,101,427.314,396.826
95,102,435.407,317.099
95,103,433.413,273.879
95,104,411.082,458.956
96,0,554.087,289.689
96,1,599.652,354.492
96,2,636.843,411.673
96,100,418.264,491.669
96,101,427.285,399.202
96,102,435.314,319.14
96,103,433.292,275.745
96,104,411.077,456.928
97,0,550.733,286.701
97,1,596.969,351.721
97,2,635.822,404.341
97,100,418.109,493.944
97,101,427.257,401.621
97,102,435.235,321.053
97,103,433.169,277.629
97,104,411.071,454.964
98,0,547.248,283.71
98,1,594.481,348.693
98,2,634.283,396.969
98,100,417.952,496.267
98,101,427.227,404.086
98,102,435.163,322.832
98,103,433.044,279.543
98,104,411.065,452.941
99,0,543.525,280.604
99,1,592.305,345.498
99,2,632.539,390.881
99,100,417.788,498.715
99,101,427.194,406.682
99,102,435.085,324.778
99,103,432.912,281.555
99,104,411.061,450.613
100,0,540.034,277.754
100,1,590.342,342.498
100,2,631.177,387.172
100,100,417.608,501.568
100,101,427.19,409.087
100,102,435.012,326.648
100,103,432.791,283.423
100,104,411.044,448.405
101,0,536.428,274.859
101,1,588.295,339.376
101,2,630.028,384.481
101,100,417.415,504.345
101,101,427.237,411.544
101,102,434.941,328.71
101,103,432.666,285.35
101,104,411.025,446.308
102,0,532.88,272.047
102,1,586.251,336.285
102,2,628.885,382.021
102,100,417.265,506.622
102,101,427.282,413.947
102,102,434.897,330.469
102,103,432.543,287.245
102,104,411.013,444.242
103,0,529.353,269.281
103,1,584.177,333.197
103,2,627.66,379.566
103,100,417.168,508.286
103,101,427.325,416.324
103,102,434.867,332.054
103,103,432.419,289.136
103,104,411.004,442.09
104,0,525.843,266.555
104,1,582.064,330.11
104,2,626.35,377.121
104,100,417.101,509.519
104,101,427.365,418.679
104,102,434.844,333.645
104,103,432.295,291.028
104,104,410.991,439.826
105,0,522.321,263.844
105,1,579.888,327.005
105,2,624.943,374.669
105,100,417.056,510.308
105,101,427.406,421.031
105,102,434.816,335.375
105,103,432.175,292.935
105,104,410.974,437.621
106,0,518.775,261.135
106,1,577.628,323.87
106,2,623.431,372.206
106,100,417.033,510.732
106,101,427.447,423.393
106,102,434.777,337.345
106,103,432.067,294.854
106,104,410.951,435.383
107,0,515.203,258.428
107,1,575.277,320.705
107,2,621.812,369.729
107,100,417.028,510.818
107,101,427.486,425.766
107,102,434.739,339.06
107,103,431.97,296.789
107,104,410.934,433.328
108,0,511.666,255.775
108,1,572.872,317.574
108,2,620.115,367.287
108,100,417.03,510.816
108,101,427.527,428.112
108,102,434.706,340.628
108,103,431.884,298.706
108,104,410.992,431.025
109,0,508.093,253.097
109,1,570.363,314.422
109,2,618.309,364.836
109,100,417.014,510.837
109,101,427.568,430.476
109,102,434.671,342.257
109,103,431.805,300.638
109,104,411.029,428.805
110,0,504.507,250.421
110,1,567.749,311.267
110,2,616.398,362.391
110,100,417.008,510.845
110,101,427.61,432.849
110,102,434.632,343.969
110,103,431.735,302.584
110,104,411.064,426.679
111,0,500.949,247.763
111,1,565.056,308.143
111,2,614.4,359.982
111,104,411.104,424.643
111,101,427.65,435.206
111,102,434.553,345.968
111,103,431.668,304.524
112,0,495.642,243.804
112,1,560.863,303.518
112,2,611.248,356.434
112,104,411.171,421.385
112,101,427.766,438.698
112,102,434.494,348.536
112,103,431.579,307.42
112,105,402.634,520.426
113,0,492.124,241.191
113,1,557.977,300.492
113,2,609.049,354.116
113,104,411.208,419.244
113,101,427.885,440.99
113,102,434.462,350.097
113,103,431.52,309.341
113,105,406.017,517.816
114,0,488.557,238.62
114,1,554.985,297.487
114,2,606.75,351.819
114,104,411.243,417.258
114,101,428,443.291
114,102,434.427,351.739
114,103,431.462,311.27
114,105,411.474,513.691
115,0,484.881,236.117
115,1,551.869,294.49
115,2,604.374,349.489
115,104,411.281,415.277
115,101,428.111,445.614
115,102,434.382,353.639
115,103,431.402,313.22
115,105,418.88,508.017
116,0,481.192,233.758
116,1,548.699,291.572
116,2,602.148,347.012
116,104,411.322,413.243
116,101,428.218,447.904
116,102,434.334,355.66
116,103,431.339,315.147
116,105,421.241,505.638
117,0,477.292,231.423
117,1,545.308,288.584
117,2,600.091,344.208
117,104,411.372,410.864
117,101,428.327,450.288
117,102,434.272,357.491
117,103,431.27,317.156
117,105,420.707,504.999
118,0,473.537,229.309
118,1,542.006,285.786
118,2,598.276,341.432
118,104,411.409,408.759
118,101,428.429,452.549
118,102,434.209,359.182
118,103,431.199,319.066
118,105,420.095,503.946
119,0,469.52,227.185
119,1,538.47,282.869
119,2,596.357,338.471
119,104,411.446,406.659
119,101,428.524,454.954
119,102,434.111,361.032
119,103,431.114,321.081
119,105,419.804,502.374
120,0,465.578,225.226
120,1,535.009,280.047
120,2,594.479,335.586
120,104,411.508,404.561
120,101,428.721,457.24
120,102,434.011,362.945
120,103,431.024,323.03
120,105,419.729,500.834
121,0,461.574,223.356
121,1,531.511,277.242
121,2,592.574,332.69
121,104,411.628,402.259
121,101,428.993,459.514
121,102,433.909,364.95
121,103,430.921,324.984
121,105,419.771,499.253
122,0,457.513,221.639
122,1,527.985,274.461
122,2,590.64,329.79
122,104,411.745,399.988
122,101,429.275,461.794
122,102,433.829,366.667
122,103,430.808,326.94
122,105,419.924,497.261
123,0,453.357,220.244
123,1,524.588,271.813
123,2,588.724,326.968
123,104,411.87,397.528
123,101,429.567,464.077
123,102,433.747,368.349
123,103,430.681,328.902
123,105,420.17,495.025
124,0,449.158,219.003
124,1,521.196,269.191
124,2,586.869,324.295
124,104,411.974,395.459
124,101,429.867,466.345
124,102,433.666,370.084
124,103,430.54,330.856
124,105,420.444,492.791
125,0,444.927,217.839
125,1,517.797,266.588
125,2,584.983,321.643
125,104,412.083,393.285
125,101,430.197,468.598
125,102,433.575,372.076
125,103,430.392,332.802
125,105,420.728,490.574
126,0,440.612,216.726
126,1,514.36,263.985
126,2,583.006,318.938
126,104,412.205,390.907
126,101,430.401,470.934
126,102,433.489,374.079
126,103,430.239,334.761
126,105,421.022,488.344
127,0,436.265,215.68
127,1,510.887,261.382
127,2,580.85,316.066
127,104,412.319,388.625
127,101,430.555,473.306
127,102,433.42,375.813
127,103,430.08,336.704
127,105,421.32,486.111
128,0,431.836,214.674
128,1,507.35,258.739
128,2,578.502,313.032
128,104,412.419,386.611
128,101,430.729,475.71
128,102,433.347,377.6
128,103,429.914,338.646
128,105,421.621,483.845
129,0,427.453,213.732
129,1,503.836,256.117
129,2,576.38,310.386
129,104,412.526,384.521
129,101,430.219,478.445
129,102,433.274,379.413
129,103,429.747,340.567
129,105,421.92,481.609
130,0,423.083,212.84
130,1,500.211,253.423
130,2,574.237,307.801
130,104,412.64,382.271
130,101,429.966,480.831
130,102,433.2,381.368
130,103,429.576,342.481
130,105,422.229,479.378
131,0,418.687,211.978
131,1,496.311,250.534
131,2,572.015,305.2
131,104,412.751,380.063
131,101,429.786,483.129
131,102,433.147,383.287
131,103,429.4,344.406
131,105,422.56,477.128
132,0,414.27,211.124
132,1,492.064,247.407
132,2,569.698,302.58
132,104,412.852,378.035
132,101,429.571,485.461
132,102,433.11,384.884
132,103,429.221,346.329
132,105,422.826,474.917
133,0,409.808,210.299
133,1,487.607,244.201
133,2,567.16,299.817
133,104,412.954,376.023
133,101,429.305,487.838
133,102,433.087,386.486
133,103,429.039,348.267
133,105,423.078,472.701
134,0,405.197,209.468
134,1,483.539,241.632
134,2,564.261,296.778
134,104,413.063,373.848
134,101,428.996,490.314
134,102,433.061,388.19
134,103,428.847,350.277
134,105,423.562,470.223
135,0,400.974,208.724
135,1,480.164,239.65
135,2,561.69,294.197
135,104,413.177,371.616
135,101,428.68,492.807
135,102,433.034,390.029
135,103,428.67,352.118
135,105,424.001,467.955
136,0,396.516,207.961
136,1,476.589,237.594
136,2,559.048,291.645
136,104,413.288,369.425
136,101,428.366,495.242
136,102,433.018,391.916
136,103,428.483,354.062
136,105,424.362,465.669
137,0,391.987,207.2
137,1,472.91,235.556
137,2,556.3,289.083
137,104,413.393,367.323
137,101,428.103,497.262
137,102,433.039,393.556
137,103,428.289,356.04
137,105,424.479,463.46
138,0,387.549,206.459
138,1,469.281,233.55
138,2,553.535,286.6
138,104,413.5,365.201
138,101,427.914,498.734
138,102,433.074,395.185
138,103,428.101,357.98
138,105,424.505,461.328
139,0,383.013,205.709
139,1,465.536,231.518
